Taimekaitsevahendi ID,Kasutusala,Kahjustaja,Kulunorm 1,Kulunorm 2,Ühik,Lahuse kontsentratsioon 1,Lahuse kontsentratsioon 2,Kasutamise koht,Piirangud,Töötlemise aeg,Tööoode,Ooteaeg,Töötlemiskordi kasvuperioodil,Töötlemiste intervall
00926,Kaer,Kaera-triiptõvik(PYRNAV);Kroonrooste(PUCCCO),0.750,1.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00926,Suvioder,Kõrreliste võrklaiksus(PYRNTE);Odra-leherooste(PUCCHD);Kõrreliste äärislaiksus(RHYNSE);Ramulaaria (Ramularioos)(RAMUCC);Kõrreliste jahukaste(ERYSGR),0.750,1.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00926,Suvirukis,Pruunrooste (PUCCRE);Kõrreliste äärislaiksus(RHYNSE),0.750,1.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00926,Suvinisu,Kõrreliste helelaiksus(SEPTTR);Pruunrooste (PUCCRE);Kollane rooste(PUCCST);Nisu-pruunlaiksus(PYRNTR);Kõrreliste jahukaste(ERYSGR),0.750,1.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00926,Talioder,Kõrreliste võrklaiksus(PYRNTE);Odra-leherooste(PUCCHD);Kõrreliste äärislaiksus(RHYNSE);Ramulaaria (Ramularioos)(RAMUCC);Kõrreliste jahukaste(ERYSGR),0.750,1.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00926,Talirukis,Pruunrooste (PUCCRE);Kõrreliste äärislaiksus(RHYNSE),0.750,1.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00926,Talinisu,Kõrreliste helelaiksus(SEPTTR);Pruunrooste (PUCCRE);Kollane rooste(PUCCST);Nisu-pruunlaiksus(PYRNTR);Kõrreliste jahukaste(ERYSGR),0.750,1.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00926,Suvitritikale,Kõrreliste helelaiksus(SEPTTR);Pruunrooste (PUCCRE);Nisu-pruunlaiksus(PYRNTR);Kõrreliste jahukaste(ERYSGR);Kõrreliste äärislaiksus(RHYNSE),0.750,1.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00926,Speltanisu,Kõrreliste helelaiksus(SEPTTR);Pruunrooste (PUCCRE),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00926,Talitritikale,Kõrreliste helelaiksus(SEPTTR);Pruunrooste (PUCCRE);Nisu-pruunlaiksus(PYRNTR);Kõrreliste jahukaste(ERYSGR);Kõrreliste äärislaiksus(RHYNSE),0.750,1.250,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.,,,,1,
00898,Talinisu,Kõrrelised umbrohud(GGGGG ),,1.200,l/ha,,,Avamaa,Kõrvaliste isikute ja elanike kaitseks kasutada vähemalt 50% triivi vähendavaid otsakuid või pidada kinni mittepritsitavast puhvervööndist vähemalt 5 m põllumajanduses mittekasutatavast maast.,,,,1,
00898,Suvinisu,Kõrrelised umbrohud(GGGGG ),,1.000,l/ha,,,Avamaa,Kõrvaliste isikute ja elanike kaitseks kasutada vähemalt 50% triivi vähendavaid otsakuid või pidada kinni mittepritsitavast puhvervööndist vähemalt 5 m põllumajanduses mittekasutatavast maast.,,,,1,
00898,Talioder,Kõrrelised umbrohud(GGGGG ),,1.000,l/ha,,,Avamaa,Kõrvaliste isikute ja elanike kaitseks kasutada vähemalt 50% triivi vähendavaid otsakuid või pidada kinni mittepritsitavast puhvervööndist vähemalt 5 m põllumajanduses mittekasutatavast maast.,,,,1,
00898,Suvioder,Kõrrelised umbrohud(GGGGG ),,1.000,l/ha,,,Avamaa,Kõrvaliste isikute ja elanike kaitseks kasutada vähemalt 50% triivi vähendavaid otsakuid või pidada kinni mittepritsitavast puhvervööndist vähemalt 5 m põllumajanduses mittekasutatavast maast.,,,,1,
00898,Talitritikale,Kõrrelised umbrohud(GGGGG ),,1.200,l/ha,,,Avamaa,Kõrvaliste isikute ja elanike kaitseks kasutada vähemalt 50% triivi vähendavaid otsakuid või pidada kinni mittepritsitavast puhvervööndist vähemalt 5 m põllumajanduses mittekasutatavast maast.,,,,1,
00898,Talirukis,Kõrrelised umbrohud(GGGGG ),,1.200,l/ha,,,Avamaa,Kõrvaliste isikute ja elanike kaitseks kasutada vähemalt 50% triivi vähendavaid otsakuid või pidada kinni mittepritsitavast puhvervööndist vähemalt 5 m põllumajanduses mittekasutatavast maast.,,,,1,
00789,Mittesöödavad kultuurid,Nälkjad(1LIMAF);Teod(1GASTC),12.000,25.000,kg/ha,,,Kasvuhoone,,,,,1-4,
00789,Söödavad kultuurid,Nälkjad(1LIMAF);Teod(1GASTC),12.000,25.000,kg/ha,,,Kasvuhoone,,,,,1-4,
00789,Söödavad kultuurid,Teod(1GASTC);Nälkjad(1LIMAF),12.000,25.000,kg/ha,,,Avamaa,,,,,1-4,
00789,Mittesöödavad kultuurid,Teod(1GASTC);Nälkjad(1LIMAF),12.000,25.000,kg/ha,,,Avamaa,,,,,1-4,
00789,Mittepõllumajanduslikud alad,Teod(1GASTC);Nälkjad(1LIMAF),12.000,25.000,kg/ha,,,Avamaa,,,,,1-4,
00910,Talinisu,Laialehelised umbrohud,0.100,0.150,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või 5 m puhvervööndist koos 50% triivi vähendavate otsakutega või kasutada 90% triivi vähendavaid otsakuid.,,,,1,
00910,Talioder,Laialehelised umbrohud,0.100,0.150,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või 5 m puhvervööndist koos 50% triivi vähendavate otsakutega või kasutada 90% triivi vähendavaid otsakuid.,,,,1,
00910,Talirukis,Laialehelised umbrohud,0.100,0.150,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või 5 m puhvervööndist koos 50% triivi vähendavate otsakutega või kasutada 90% triivi vähendavaid otsakuid.,,,,1,
00910,Suvioder,Laialehelised umbrohud,,0.100,l/ha,,,Avamaa,Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või 5 m puhvervööndist koos 50% triivi vähendavate otsakutega või kasutada 90% triivi vähendavaid otsakuid.,,,,1,
00903,Õunad,,,5.000,tabletti/ha,,,Avamaa,,,,,1,
00903,Pirnid,,,5.000,tabletti/ha,,,Avamaa,,,,,1,
00878,Puukool,Hahkhallitused(BOTRSP);Kottseened(1ASCOP),,1.000,kg/ha,,,Avamaa,,,,,3,10
00878,Dekoratiivtaimed ,Puuviljamädanik(MONIFG);Hahkhallitus(BOTRCI),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,,3,10-14
00878,Dekoratiivtaimed ,Puuviljamädanik(MONIFG);Hahkhallitus(BOTRCI),,1.000,kg/ha,,,Kasvuhoone,,,,,3,10-14
00878,Maasikas,Hahkhallitus(BOTRCI);Maasika-antraknoos(COLLAC),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,3,3,10
00878,Marjapõõsad,Hahkhallitus(BOTRCI);Maasika-antraknoos(COLLAC),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,3,10
00878,Kirsipuud,Haiguste kompleks(ZZYYFF),0.600,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,3,10
00878,Kurk,Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,0.100,%-line lahus,,,Kasvuhoone,,,,3,3,7
00878,Liblikõielised kultuurid,Laikpõletikud(1MYCOF);Liblikõieliste jahukaste(ERYSPI );Valgemädanik(1SCLEG);Hahkhallitus(BOTRCI),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,14,2,10-14
00878,Pirnid,Haiguste kompleks(ZZYYFF),0.600,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,3,3,6
00878,Ploomipuud,Haiguste kompleks(ZZYYFF),0.600,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,3,10
00878,Suvikõrvits,Hahkhallitus(BOTRCI);Valgemädanik(1SCLEG),,0.100,%-line lahus,,,Kasvuhoone,,,,3,3,7
00878,Õunad,Haiguste kompleks(ZZYYFF),0.600,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,3,3,6
00878,Vaarikas,Hahkhallitus(BOTRCI),,1.000,kg/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,7,3,
00878,Tomat,Valgemädanik(1SCLEG);Hahkhallitus(BOTRCI),,0.100,%-line lahus,,,Kasvuhoone,,,,3,3,7
00878,Maasikas,Hahkhallitus(BOTRCI);Maasika-antraknoos(COLLAC),,1.000,kg/ha,,,Kasvuhoone,,,,1,3,10
00878,Golfimurud,Fusarioosid(1FUSAG);Tüfuloos(TYPHIN);Lumiseen(MONGNI);Antraknoos(COLLGR),,1.000,kg/ha,,,Avamaa,,,,,3,10-14
00820,Talitritikale,Kaheidulehelised umbrohud(TTTDD),1.000,1.250,l/ha,,,Avamaa,,,,,1,
00820,Suvinisu,Kaheidulehelised umbrohud(TTTDD),0.600,1.250,l/ha,,,Avamaa,,,,,1,
00820,Kaer,Kaheidulehelised umbrohud(TTTDD),0.600,1.250,l/ha,,,Avamaa,,,,,1,
00820,Suvioder,Kaheidulehelised umbrohud(TTTDD),0.600,1.250,l/ha,,,Avamaa,,,,,1,
00820,Talitritikale,Kaheidulehelised umbrohud(TTTDD),0.600,0.750,l/ha,,,Avamaa,,,,,1,
00820,Talinisu,Kaheidulehelised umbrohud(TTTDD),0.600,0.750,l/ha,,,Avamaa,,,,,1,
00820,Talirukis,Kaheidulehelised umbrohud(TTTDD),0.600,0.750,l/ha,,,Avamaa,,,,,1,
00820,Talirukis,Kaheidulehelised umbrohud(TTTDD),1.000,1.250,l/ha,,,Avamaa,,,,,1,
00820,Talinisu,Kaheidulehelised umbrohud(TTTDD),1.000,1.250,l/ha,,,Avamaa,,,,,1,
00820,Talioder,Kaheidulehelised umbrohud(TTTDD),1.000,1.250,l/ha,,,Avamaa,,,,,1,
00820,Talioder,Kaheidulehelised umbrohud(TTTDD),0.600,0.750,l/ha,,,Avamaa,,,,,1,
00821,Talinisu,Kaheidulehelised umbrohud(TTTDD),1.000,1.250,l/ha,,,Avamaa,,,,,1,
00821,Suvinisu,Kaheidulehelised umbrohud(TTTDD),0.600,1.250,l/ha,,,Avamaa,,,,,1,
00821,Kaer,Kaheidulehelised umbrohud(TTTDD),0.600,1.250,l/ha,,,Avamaa,,,,,1,
00821,Suvioder,Kaheidulehelised umbrohud(TTTDD),0.600,1.250,l/ha,,,Avamaa,,,,,1,
00821,Talitritikale,Kaheidulehelised umbrohud(TTTDD),0.600,0.750,l/ha,,,Avamaa,,,,,1,
00821,Talinisu,Kaheidulehelised umbrohud(TTTDD),0.600,0.750,l/ha,,,Avamaa,,,,,1,
00821,Talirukis,Kaheidulehelised umbrohud(TTTDD),0.600,0.750,l/ha,,,Avamaa,,,,,1,
00821,Talirukis,Kaheidulehelised umbrohud(TTTDD),1.000,1.250,l/ha,,,Avamaa,,,,,1,
00821,Talioder,Kaheidulehelised umbrohud(TTTDD),1.000,1.250,l/ha,,,Avamaa,,,,,1,
00821,Talioder,Kaheidulehelised umbrohud(TTTDD),0.600,0.750,l/ha,,,Avamaa,,,,,1,
00821,Talitritikale,Kaheidulehelised umbrohud(TTTDD),1.000,1.250,l/ha,,,Avamaa,,,,,1,
00921,Talitritikale,Nisu-pruunrooste(PUCCRT);Nisu-pruunlaiksus(PYRNTR);Helelaiksus(1SEPTG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00921,Talinisu,Nisu-pruunrooste(PUCCRT);Nisu-pruunlaiksus(PYRNTR);Helelaiksus(1SEPTG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00921,Suhkrupeet,Peedi-lehetähnisus(CERCBE);Ramulaaria peedil(RAMUBE);Peedi-jahukaste(ERYSBE),0.800,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00921,Suvioder,Kõrreliste äärislaiksus(RHYNSE);Odra-leherooste(PUCCHD);Kõrreliste võrklaiksus(PYRNTE),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00921,Taliraps,Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00921,Taliraps,Ristõieliste kuivlaiksus(ALTEBA);Hahkhallitus(BOTRCI),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00922,Talitritikale,Nisu-pruunrooste(PUCCRT);Nisu-pruunlaiksus(PYRNTR);Helelaiksus(1SEPTG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00922,Talinisu,Nisu-pruunrooste(PUCCRT);Nisu-pruunlaiksus(PYRNTR);Helelaiksus(1SEPTG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00922,Suhkrupeet,Peedi-lehetähnisus(CERCBE);Ramulaaria peedil(RAMUBE);Peedi-jahukaste(ERYSBE),0.800,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00922,Suvioder,Kõrreliste äärislaiksus(RHYNSE);Odra-leherooste(PUCCHD);Kõrreliste võrklaiksus(PYRNTE),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00922,Taliraps,Valgemädanik(1SCLEG),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00922,Taliraps,Ristõieliste kuivlaiksus(ALTEBA);Hahkhallitus(BOTRCI),,1.000,l/ha,,,Avamaa,Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,,,35,1,
00876,Talirüps,Lühiealised umbrohud(TTTTT),,1.875,l/ha,,,Avamaa,"Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest",,,,1,
00876,Peakapsas,Lühiealised umbrohud(TTTTT),,1.875,l/ha,,,Avamaa,"Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest",,,,1,
00876,Lillkapsas,Lühiealised umbrohud(TTTTT),,1.875,l/ha,,,Avamaa,"Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest",,,,1,
00876,Brüsseli kapsas (rooskapsas),Lühiealised umbrohud(TTTTT),,1.875,l/ha,,,Avamaa,"Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest",,,,1,
00876,Lehtkapsas,Lühiealised umbrohud(TTTTT),,1.875,l/ha,,,Avamaa,"Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest",,,,1,
00876,Suvirüps,Lühiealised umbrohud(TTTTT),,1.875,l/ha,,,Avamaa,"Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest",,,,1,
00876,Suviraps,Lühiealised umbrohud(TTTTT),,1.875,l/ha,,,Avamaa,"Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest",,,,1,
00876,Taliraps,Lühiealised umbrohud(TTTTT),,1.875,l/ha,,,Avamaa,"Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.",,,,1,
00876,Brokoli (spargelkapsas),Lühiealised umbrohud(TTTTT),,1.875,l/ha,,,Avamaa,"Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest",,,,1,
534,Suvioder,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN),0.075,0.100,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks pidada kinni mittepritsitavast puhvertsoonist 5 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Mittesihtliik-lülijalgsete (sealhulgas kasulike putukate) kaitsmiseks peab põllu ja mittepõllumajandusliku maa vahele jätma 5 m laiune pritsimata puhvertsooni;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.",,,,1,
534,Suvinisu,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN),0.075,0.100,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks pidada kinni mittepritsitavast puhvertsoonist 5 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.",,,,1,
534,Talioder,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN),0.075,0.100,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks pidada kinni mittepritsitavast puhvertsoonist 5 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.",,,,1,
534,Talirukis,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN),0.075,0.100,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks pidada kinni mittepritsitavast puhvertsoonist 5 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Mittesihtliik-lülijalgsete (sealhulgas kasulike putukate) kaitsmiseks peab põllu ja mittepõllumajandusliku maa vahele jätma 5 m laiune pritsimata puhvertsooni;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.",,,,1,
534,Talitritikale,Lühiealised  kaheidulehelised umbrohud(BBBAN);Roomav madar(GALAP),0.075,0.100,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks pidada kinni mittepritsitavast puhvertsoonist 5 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Mittesihtliik-lülijalgsete (sealhulgas kasulike putukate) kaitsmiseks peab põllu ja mittepõllumajandusliku maa vahele jätma 5 m laiune pritsimata puhvertsooni;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.",,,,1,
534,Talinisu,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN),0.075,0.100,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks pidada kinni mittepritsitavast puhvertsoonist 5 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast.;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.",,,,1,
534,Kõrrelised heintaimed,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN),0.075,0.150,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks pidada kinni mittepritsitavast puhvertsoonist 5 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Mittesihtliik-lülijalgsete (sealhulgas kasulike putukate) kaitsmiseks peab põllu ja mittepõllumajandusliku maa vahele jätma 5 m laiune pritsimata puhvertsooni;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.",,,,1,
534,Kaer,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN),0.075,0.100,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks pidada kinni mittepritsitavast puhvertsoonist 5 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Mittepritsitav puhvertsoon 5 m veepiirist veeorganismide kaitseks;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.",,,,1,
534,Kõrrelised heintaimed,Roomav madar(GALAP);Lühiealised  kaheidulehelised umbrohud(BBBAN),0.075,0.150,l/ha,,,Avamaa,"Kõrvaliste isikute ja elanike kaitsmiseks pidada kinni mittepritsitavast puhvertsoonist 5 m elurajoonidest ja avalikest kohtadest, teedest ja avalikest asutustest;Mittesihtliik-lülijalgsete (sealhulgas kasulike putukate) kaitsmiseks peab põllu ja mittepõllumajandusliku maa vahele jätma 5 m laiune pritsimata puhvertsooni;Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.",,,7,1,
